Employee ID,Job Type,Location,Hire_Date,Termination_Date
9002284,Correctional,Epsilon,5/1/2012,
9002285,Educator,Epsilon,5/1/2012,
9002286,Educator,Alpha,5/1/2012,
9002287,Program Specialist,Halfway House,1/1/2018,
9002289,Program Specialist,Beta,5/15/2012,
9002292,Director,Administrative Offices,6/1/2012,
9002295,Correctional,Alpha,6/1/2012,
9002296,Admin Assistant,Gamma,6/1/2012,
9002299,Program Specialist,Epsilon,6/15/2012,
9002300,Program Specialist,Delta,6/15/2012,
9002302,Program Specialist,Alpha,6/15/2012,
9002303,Facility Leadership,Halfway House,7/1/2012,
9002304,Correctional,Epsilon,7/1/2012,
9002305,Clerk,Delta,7/1/2012,
9002306,Correctional,Delta,7/1/2012,
9002307,Case Manager,Alpha,7/1/2012,
9002309,Program Specialist,Beta,7/16/2012,
9002310,Ombudsman,Administrative Offices,7/16/2012,
9002311,Educator,Delta,7/16/2012,
9002313,Admin Assistant,Halfway House,7/16/2012,
9002314,Clerk,Gamma,7/16/2012,
9002315,Correctional,Gamma,7/16/2012,
9002316,Correctional,Epsilon,8/1/2012,
9002317,Investigator,Inspector General,8/1/2012,
9002320,Correctional,Gamma,8/1/2014,
9002321,Correctional,Alpha,8/1/2012,
9002323,Educator,Alpha,8/1/2012,
9002324,Investigator,Inspector General,8/15/2012,
9002328,Correctional,Delta,9/1/2012,
9002329,Correctional,Gamma,9/1/2012,
9002331,Educator,Epsilon,9/1/2012,
9002332,IT,Administrative Offices,9/16/2013,
9002333,Correctional Supervisor,Beta,9/1/2012,
9002334,Correctional,Gamma,9/1/2012,
9002335,Correctional,Gamma,8/1/2014,
9002336,Treatment,Gamma,9/1/2012,
9002337,Correctional Supervisor,Alpha,12/1/2015,
9002339,Educator,Epsilon,9/17/2012,
9002340,Program Specialist,Administrative Offices,9/17/2012,
9002341,IT,Administrative Offices,9/17/2012,
9002344,Educator,Beta,7/1/2014,
9002345,Correctional,Delta,10/1/2012,
9002347,Correctional,Alpha,4/1/2017,
9002348,Auditor,Administrative Offices,10/15/2015,
9002349,Correctional,Alpha,10/1/2012,
9002350,Educator,Alpha,10/1/2012,
9002354,Facility Leadership,Delta,10/15/2012,
9002355,Admin Assistant,Beta,11/1/2012,
9002356,Correctional,Delta,11/1/2012,
9002357,Case Manager,Epsilon,11/1/2012,
9002358,Educator,Delta,11/1/2012,
9002360,Other,Administrative Offices,11/1/2012,
9002363,Correctional,Gamma,12/1/2018,
9002364,Correctional Supervisor,Gamma,11/1/2012,
9002365,Correctional,Epsilon,11/1/2012,
9002367,Educator,Gamma,11/1/2012,
9002369,Correctional,Delta,8/1/2016,
9002370,Correctional,Alpha,11/15/2012,
9002371,Correctional,Alpha,11/15/2012,
9002372,Educator,Epsilon,11/15/2012,
9002373,Case Manager,Beta,12/1/2012,
9002374,Correctional,Epsilon,12/1/2012,
9002375,Director,Administrative Offices,12/1/2012,
9002376,Program Specialist,Beta,12/1/2012,
9002377,Correctional,Gamma,12/1/2012,
9002378,Correctional,Beta,12/17/2012,
9002379,Educator,Administrative Offices,12/17/2012,
9002380,Correctional,Epsilon,10/15/2014,
9002382,Program Specialist,Delta,12/17/2012,
9002386,Other,Epsilon,1/1/2013,
9002387,Program Specialist,Epsilon,1/16/2018,
9002388,Correctional,Delta,1/1/2013,
9002389,Program Specialist,Halfway House,12/15/2016,
9002390,Educator,Alpha,1/15/2013,
9002391,IT,Administrative Offices,2/1/2013,
9002393,Correctional Supervisor,Alpha,2/1/2013,
9002395,Program Specialist,Gamma,12/1/2015,
9002396,Correctional,Gamma,2/15/2013,
9002399,Correctional,Alpha,3/1/2013,
9002400,Correctional,Alpha,3/1/2013,
9002401,Educator,Delta,9/1/2016,
9002403,Correctional,Beta,3/15/2013,
9002405,Program Specialist,Gamma,3/15/2013,
9002408,Director,Administrative Offices,4/1/2013,
9002409,Clerk,Epsilon,4/1/2013,
9002410,Correctional,Alpha,4/1/2013,
9002411,Case Manager,Halfway House,4/1/2013,
9002415,Program Specialist,Epsilon,4/15/2013,
9002418,Other,Beta,5/1/2013,
9002419,Correctional,Alpha,5/1/2013,
9002422,Investigator,Inspector General,5/1/2013,
9002423,Correctional,Beta,6/1/2013,
9002424,Case Manager,Halfway House,6/1/2013,
9002426,Program Specialist,Administrative Offices,6/1/2013,
9002429,Facility Leadership,Halfway House,6/17/2013,
9002431,Correctional,Beta,7/1/2013,
9002432,Correctional,Beta,7/1/2013,
9002433,Educator,Beta,7/1/2013,
9002434,Correctional,Gamma,7/1/2013,
9002436,Correctional Supervisor,Beta,7/1/2013,
9002439,Correctional,Beta,7/15/2013,
9002440,Correctional,Gamma,7/15/2013,
9002441,Correctional,Gamma,7/15/2013,
9002443,Correctional,Epsilon,8/1/2013,
9002444,Correctional,Epsilon,8/1/2013,
9002445,Correctional,Beta,8/1/2013,
9002447,Correctional,Beta,8/1/2013,
9002448,Correctional,Delta,8/1/2013,
9002450,Correctional,Gamma,8/15/2013,
9002452,IT,Epsilon,8/15/2013,
9002454,Correctional,Epsilon,9/1/2013,
9002457,Correctional,Beta,9/1/2013,
9002458,Correctional,Beta,9/1/2013,
9002459,Other,Beta,9/1/2013,
9002461,Correctional,Gamma,9/1/2013,
9002462,Correctional,Gamma,9/1/2013,
9002463,Correctional,Gamma,9/1/2013,
9002465,Correctional,Gamma,9/1/2013,
9002466,Correctional,Beta,9/16/2013,
9002467,Correctional Supervisor,Gamma,9/16/2013,
9002468,Correctional Supervisor,Epsilon,8/1/2018,
9002469,Director,Epsilon,10/1/2013,
9002470,Educator,Alpha,10/1/2013,
9002471,Correctional,Gamma,10/1/2013,
9002473,Correctional,Epsilon,10/15/2013,
9002474,Other,Delta,10/15/2013,
9002475,Other,Delta,10/15/2013,
9002476,Correctional,Gamma,10/15/2013,
9002478,Case Manager,Halfway House,11/1/2013,
9002479,Case Manager,Gamma,11/1/2018,
9002480,Correctional,Gamma,11/1/2013,
9002481,Correctional,Alpha,11/1/2013,
9002483,Accountant,Halfway House,11/15/2013,
9002485,Admin Assistant,Epsilon,11/15/2013,
9002488,Other,Beta,12/1/2013,
9002489,Correctional,Gamma,12/1/2013,
9002490,Educator,Alpha,12/1/2013,
9002491,Correctional,Epsilon,12/16/2013,
9002493,Correctional,Gamma,12/16/2013,
9002494,Other,Epsilon,1/1/2014,
9002495,Correctional,Epsilon,7/1/2015,
9002496,Other,Halfway House,1/1/2014,
9002498,Admin Assistant,Gamma,1/15/2014,
9002499,Case Manager,Halfway House,1/15/2014,
9002501,Case Manager,Halfway House,1/21/2014,
9002502,Manager,Administrative Offices,1/15/2014,
9002503,Educator,Alpha,1/15/2014,
9002505,Analyst,Administrative Offices,2/1/2014,
9002506,Correctional,Alpha,2/1/2014,
9002507,Correctional,Alpha,2/1/2014,
9002508,Correctional,Alpha,2/1/2014,
9002509,Educator,Epsilon,2/1/2014,
9002510,Correctional,Epsilon,2/1/2014,
9002514,Correctional,Halfway House,2/18/2014,
9002515,Correctional,Epsilon,2/18/2014,
9002516,Program Specialist,Beta,3/1/2014,
9002518,Correctional,Halfway House,3/1/2014,
9002520,Manager,Gamma,3/1/2014,
9002521,Case Manager,Epsilon,3/17/2014,
9002522,Correctional,Halfway House,3/17/2014,
9002523,Correctional,Gamma,3/17/2014,
9002524,Program Specialist,Parole Region,3/17/2014,
9002525,Program Specialist,Parole Region,3/17/2014,
9002526,Case Manager,Epsilon,3/17/2014,
9002527,Educator,Gamma,3/17/2014,
9002528,Other,Gamma,3/17/2014,
9002529,Educator,Gamma,3/17/2014,
9002531,Admin Assistant,Beta,4/1/2014,
9002532,Educator,Epsilon,7/1/2018,
9002533,Correctional,Alpha,4/1/2014,
9002534,Correctional,Epsilon,4/1/2014,
9002535,Correctional,Gamma,4/1/2014,
9002536,Correctional,Epsilon,8/15/2017,
9002538,Clerk,Beta,4/15/2014,
9002540,Program Specialist,Epsilon,5/1/2014,
9002541,Correctional,Epsilon,5/1/2014,
9002542,Correctional,Halfway House,5/1/2014,
9002543,Correctional Supervisor,Gamma,5/1/2014,
9002546,Correctional,Alpha,5/15/2014,
9002547,Correctional Supervisor,Alpha,5/15/2014,
9002549,Correctional,Gamma,5/15/2014,
9002550,Clerk,Delta,5/15/2014,
9002556,Program Specialist,Beta,9/1/2017,
9002557,Correctional,Delta,6/1/2014,
9002558,Case Manager,Delta,6/1/2014,
9002559,Other,Delta,6/1/2014,
9002561,Correctional,Gamma,6/1/2014,
9002562,Educator,Alpha,6/1/2014,
9002564,Program Specialist,Epsilon,6/1/2014,
9002565,Case Manager,Epsilon,6/1/2014,
9002566,Program Specialist,Alpha,6/1/2014,
9002568,Program Specialist,Alpha,6/16/2014,
9002569,Correctional Supervisor,Epsilon,6/16/2014,
9002570,IT,Alpha,6/16/2014,
9002571,Program Specialist,Alpha,6/16/2014,
9002572,Other,Beta,6/16/2014,
9002574,Case Manager,Delta,6/16/2014,
9002575,Correctional,Delta,6/16/2014,
9002576,Correctional,Epsilon,6/16/2014,
9002577,Correctional,Delta,6/16/2014,
9002579,Manager,Inspector General,7/1/2014,
9002580,Educator,Beta,7/1/2014,
9002581,Educator,Delta,7/1/2014,
9002582,Clerk,Gamma,7/1/2014,
9002583,Case Manager,Gamma,7/1/2014,
9002585,Other,Halfway House,7/1/2014,
9002586,Ombudsman,Administrative Offices,7/15/2014,
9002587,Correctional,Beta,7/15/2014,
9002589,Correctional,Gamma,7/15/2014,
9002590,Correctional,Gamma,7/15/2014,
9002595,Correctional,Beta,8/1/2014,
9002596,Case Manager,Beta,8/1/2014,
9002597,Case Manager,Beta,8/1/2014,
9002598,Correctional,Beta,8/1/2014,
9002599,Program Specialist,Beta,8/1/2014,
9002600,Case Manager,Beta,8/1/2014,
9002601,Correctional,Gamma,8/1/2014,
9002602,Correctional,Alpha,2/1/2016,
9002603,Program Specialist,Administrative Offices,8/15/2014,
9002608,Educator,Gamma,8/15/2014,
9002609,Other,Gamma,8/15/2014,
9002610,Correctional Supervisor,Halfway House,8/15/2014,
9002611,Correctional,Delta,8/15/2014,
9002612,Correctional,Alpha,8/15/2014,
9002613,Correctional,Alpha,8/15/2014,
9002614,Correctional,Alpha,8/15/2014,
9002617,Other,Gamma,9/1/2014,
9002618,Educator,Epsilon,9/1/2014,
9002622,Investigator,Inspector General,9/1/2014,
9002623,Correctional,Beta,8/1/2018,
9002624,Program Specialist,Administrative Offices,9/15/2014,
9002625,Correctional,Epsilon,9/15/2014,
9002626,Case Manager,Epsilon,9/15/2014,
9002627,Correctional,Epsilon,9/15/2014,
9002629,Educator,Beta,9/15/2014,
9002630,Educator,Delta,9/15/2014,
9002631,Analyst,Administrative Offices,10/1/2014,
9002633,Program Specialist,Epsilon,10/1/2014,
9002634,Case Manager,Epsilon,10/1/2014,
9002635,Manager,Parole Region,10/1/2014,
9002636,Clerk,Epsilon,10/1/2014,
9002637,Correctional,Beta,10/1/2014,
9002638,Program Specialist,Delta,10/1/2014,
9002640,Correctional,Halfway House,10/1/2014,
9002642,Correctional,Inspector General,10/1/2014,
9002646,Correctional,Delta,10/15/2014,
9002648,Educator,Delta,10/15/2014,
9002649,Correctional,Gamma,10/15/2014,
9002653,Director,Administrative Offices,11/1/2014,
9002654,IT,Administrative Offices,11/1/2014,
9002657,Correctional,Alpha,11/1/2014,
9002658,Clerk,Alpha,11/1/2014,
9002660,Correctional,Gamma,11/1/2014,
9002662,IT,Administrative Offices,11/1/2014,
9002664,Admin Assistant,Epsilon,11/1/2014,
9002666,IT,Administrative Offices,11/17/2014,
9002667,Program Specialist,Parole Region,11/17/2014,
9002668,Case Manager,Beta,1/1/2018,
9002670,Case Manager,Epsilon,11/17/2014,
9002671,Educator,Alpha,11/17/2014,
9002672,Correctional,Alpha,11/17/2014,
9002673,Correctional,Halfway House,11/17/2014,
9002675,Correctional,Delta,11/17/2014,
9002678,Other,Halfway House,12/1/2014,
9002679,Admin Assistant,Administrative Offices,12/1/2014,
9002680,IT,Administrative Offices,12/1/2014,
9002683,Case Manager,Beta,12/1/2014,
9002685,Educator,Delta,12/1/2014,
9002686,Correctional,Alpha,12/15/2014,
9002687,Correctional,Alpha,12/15/2014,
9002688,Admin Assistant,Administrative Offices,1/1/2015,
9002689,Manager,Parole Region,1/1/2015,
9002690,Correctional,Epsilon,1/1/2015,
9002691,Correctional,Epsilon,1/1/2015,
9002695,Clerk,Epsilon,1/1/2015,
9002696,Educator,Gamma,1/1/2015,
9002698,Correctional,Halfway House,1/1/2015,
9002701,IT,Administrative Offices,1/15/2015,
9002702,Correctional,Halfway House,1/15/2015,
9002703,Correctional,Delta,1/15/2015,
9002707,Correctional,Alpha,2/1/2015,
9002708,Correctional Supervisor,Alpha,2/1/2015,
9002710,Correctional,Gamma,2/1/2015,
9002711,Correctional,Gamma,12/15/2017,
9002712,Correctional,Epsilon,2/1/2015,
9002714,Program Specialist,Epsilon,2/1/2015,
9002715,Program Specialist,Epsilon,2/1/2015,
9002716,Educator,Epsilon,2/1/2015,
9002717,Admin Assistant,Epsilon,2/1/2015,
9002718,Correctional,Alpha,2/1/2015,
9002719,Educator,Gamma,2/1/2015,
9002721,Correctional,Gamma,4/1/2017,
9002722,Correctional,Delta,10/16/2017,
9002723,Correctional,Gamma,2/17/2015,
9002726,Program Specialist,Administrative Offices,3/1/2015,
9002727,Correctional Supervisor,Gamma,3/1/2015,
9002729,Correctional,Gamma,3/1/2015,
9002730,Correctional,Epsilon,3/1/2015,
9002731,Correctional,Delta,3/1/2015,
9002733,Clerk,Alpha,3/1/2015,
9002734,Correctional,Halfway House,3/1/2015,
9002735,Clerk,Beta,3/16/2015,
9002736,Parole,Parole Region,3/16/2015,
9002737,Program Specialist,Administrative Offices,3/16/2015,
9002740,Correctional,Gamma,3/16/2015,
9002742,Correctional,Gamma,3/16/2015,
9002743,IT,Administrative Offices,3/16/2015,
9002744,Analyst,Administrative Offices,4/1/2015,
9002745,Correctional,Alpha,10/1/2017,
9002746,Correctional,Alpha,4/1/2015,
9002748,Correctional,Gamma,4/1/2015,
9002750,Program Specialist,Beta,4/1/2015,
9002751,Other,Epsilon,4/1/2015,
9002753,Correctional,Delta,4/1/2015,
9002755,IT,Administrative Offices,4/15/2015,
9002758,Clerk,Gamma,4/15/2015,
9002760,Correctional,Beta,4/15/2015,
9002761,Correctional,Beta,4/15/2015,
9002762,Auditor,Administrative Offices,5/1/2015,
9002763,Correctional,Alpha,5/1/2015,
9002765,Parole,Parole Region,5/1/2015,
9002766,Other,Administrative Offices,5/1/2015,
9002767,Other,Delta,5/1/2015,
9002770,Correctional,Beta,5/1/2015,
9002772,Other,Epsilon,5/1/2015,
9002773,Correctional,Epsilon,3/1/2017,
9002774,Program Specialist,Administrative Offices,5/15/2015,
9002778,Program Specialist,Epsilon,5/15/2015,
9002782,Educator,Epsilon,6/1/2015,
9002783,Correctional,Gamma,2/1/2017,
9002787,Correctional,Epsilon,6/1/2015,
9002788,Correctional,Alpha,6/1/2015,
9002789,Case Manager,Epsilon,6/1/2015,
9002790,Clerk,Epsilon,6/1/2015,
9002792,Educator,Beta,6/15/2015,
9002794,Correctional,Gamma,6/15/2015,
9002796,Correctional,Gamma,7/1/2015,
9002797,Program Specialist,Beta,7/1/2015,
9002799,Correctional,Alpha,7/1/2015,
9002802,Correctional,Beta,7/15/2015,
9002803,Correctional,Alpha,7/15/2015,
9002805,Correctional,Alpha,7/15/2015,
9002807,Correctional,Delta,7/15/2015,
9002809,Correctional Supervisor,Halfway House,3/1/2018,
9002810,Case Manager,Halfway House,7/15/2015,
9002811,Other,Delta,7/15/2015,
9002812,Case Manager,Gamma,7/15/2015,
9002813,Correctional,Gamma,1/1/2019,
9002814,Correctional,Halfway House,8/1/2015,
9002815,Correctional,Alpha,8/1/2015,
9002819,Program Specialist,Administrative Offices,8/1/2015,
9002820,Analyst,Parole Region,8/1/2015,
9002821,Correctional,Beta,8/1/2015,
9002822,Correctional Supervisor,Beta,8/1/2015,
9002823,Correctional,Gamma,8/1/2015,
9002825,Case Manager,Gamma,8/1/2015,
9002826,Correctional,Gamma,10/1/2017,
9002828,Correctional Supervisor,Gamma,8/1/2015,
9002832,Analyst,Parole Region,8/17/2015,
9002833,Correctional,Delta,7/1/2018,
9002834,Correctional,Epsilon,8/17/2015,
9002835,Correctional,Epsilon,8/17/2015,
9002836,Educator,Epsilon,8/17/2015,
9002838,Correctional,Gamma,5/1/2016,
9002839,Correctional,Gamma,8/17/2015,
9002841,Director,Administrative Offices,9/1/2015,
9002842,Correctional,Alpha,9/1/2015,
9002843,Case Manager,Epsilon,9/1/2015,
9002844,Correctional,Gamma,9/1/2015,
9002845,Program Specialist,Epsilon,9/1/2015,
9002847,Manager,Inspector General,9/1/2015,
9002848,Educator,Gamma,9/15/2015,
9002850,Correctional,Gamma,9/15/2015,
9002852,Program Specialist,Gamma,9/15/2015,
9002853,Correctional,Alpha,10/1/2015,
9002854,Correctional,Epsilon,10/1/2015,
9002855,Correctional,Epsilon,10/1/2015,
9002857,Correctional,Alpha,10/1/2015,
9002858,Correctional,Gamma,10/1/2015,
9002859,Correctional,Gamma,10/1/2015,
9002860,Educator,Gamma,10/1/2015,
9002862,Correctional,Gamma,10/1/2015,
9002863,Educator,Epsilon,10/1/2015,
9002866,Program Specialist,Beta,10/1/2015,
9002867,Correctional Supervisor,Alpha,10/1/2015,
9002868,Educator,Alpha,10/1/2015,
9002869,IT,Alpha,10/1/2015,
9002870,Correctional,Epsilon,10/1/2015,
9002873,Analyst,Administrative Offices,10/15/2015,
9002874,Program Specialist,Delta,10/15/2015,
9002875,Educator,Gamma,10/15/2015,
9002878,Ombudsman,Administrative Offices,10/15/2015,
9002880,Program Specialist,Delta,10/15/2015,
9002881,Educator,Delta,10/15/2015,
9002882,Educator,Beta,10/15/2015,
9002886,Correctional,Epsilon,11/1/2015,
9002887,Correctional,Halfway House,6/15/2018,
9002889,Correctional,Epsilon,11/1/2015,
9002891,Correctional,Beta,11/1/2015,
9002894,Correctional,Epsilon,11/1/2015,
9002895,Admin Assistant,Gamma,11/1/2015,
9002896,Correctional Supervisor,Gamma,11/1/2015,
9002897,Educator,Alpha,11/1/2015,
9002899,Clerk,Alpha,11/1/2015,
9002902,Correctional,Beta,11/1/2015,
9002903,IT,Beta,11/1/2015,
9002904,Program Specialist,Administrative Offices,11/16/2015,
9002905,Ombudsman,Administrative Offices,11/16/2015,
9002906,Accountant,Administrative Offices,11/16/2015,
9002907,Ombudsman,Delta,11/16/2015,
9002908,Educator,Epsilon,11/16/2015,
9002909,Other,Gamma,11/16/2015,
9002911,Program Specialist,Administrative Offices,12/1/2015,
9002913,Correctional,Epsilon,12/1/2015,
9002914,Correctional,Epsilon,12/1/2015,
9002915,Case Manager,Epsilon,8/15/2017,
9002916,Correctional,Epsilon,12/1/2015,
9002917,Correctional,Epsilon,8/15/2017,
9002918,Correctional,Halfway House,12/1/2015,
9002920,Correctional,Epsilon,12/1/2015,
9002921,Educator,Epsilon,12/1/2015,
9002922,Correctional,Gamma,12/1/2015,
9002924,Correctional,Gamma,12/1/2015,
9002925,Correctional,Beta,12/1/2015,
9002930,Correctional,Gamma,12/1/2015,
9002931,Correctional,Beta,12/1/2015,
9002932,Other,Beta,12/1/2015,
9002933,Educator,Gamma,12/15/2015,
9002934,Educator,Gamma,12/15/2015,
9002935,Admin Assistant,Alpha,12/15/2015,
9002938,Correctional,Alpha,1/1/2016,
9002941,Correctional,Alpha,1/1/2016,
9002943,Correctional,Gamma,1/1/2016,
9002945,Correctional,Epsilon,1/1/2016,
9002946,Correctional,Epsilon,1/1/2016,
9002947,Correctional,Epsilon,1/1/2016,
9002948,Program Specialist,Epsilon,1/1/2016,
9002949,Educator,Beta,1/1/2016,
9002951,Other,Beta,1/1/2016,
9002952,Educator,Beta,1/1/2016,
9002953,Correctional,Beta,1/1/2016,
9002954,Case Manager,Beta,1/1/2016,
9002955,Correctional,Halfway House,1/1/2016,
9002956,Other,Beta,1/15/2016,
9002959,Director,Administrative Offices,2/1/2016,
9002961,Correctional,Alpha,2/1/2016,
9002963,Correctional,Alpha,2/15/2017,
9002965,Admin Assistant,Gamma,2/1/2016,
9002966,Correctional Supervisor,Gamma,2/1/2016,
9002967,Correctional,Beta,9/1/2016,
9002968,Correctional,Epsilon,2/1/2016,
9002970,Correctional Supervisor,Epsilon,2/1/2016,
9002971,Correctional,Epsilon,2/1/2016,
9002974,Educator,Epsilon,2/1/2016,
9002977,Parole,Parole Region,2/16/2016,
9002978,Correctional,Gamma,2/16/2016,
9002979,Program Specialist,Gamma,2/16/2016,
9002980,Parole,Parole Region,2/16/2016,
9002981,Correctional,Alpha,3/1/2016,
9002984,Correctional,Alpha,3/1/2016,
9002985,Correctional,Epsilon,3/1/2016,
9002986,Correctional,Epsilon,3/1/2016,
9002987,Clerk,Epsilon,3/1/2016,
9002988,Educator,Epsilon,3/1/2016,
9002992,Correctional,Alpha,3/1/2016,
9002993,Correctional Supervisor,Alpha,3/1/2016,
9002997,Clerk,Delta,3/1/2016,
9002998,Director,Administrative Offices,3/1/2016,
9002999,Educator,Epsilon,3/1/2016,
9003000,Program Specialist,Epsilon,3/15/2016,
9003001,Program Specialist,Administrative Offices,3/15/2016,
9003002,Director,Administrative Offices,4/1/2016,
9003003,Other,Administrative Offices,4/1/2016,
9003005,Correctional,Beta,4/1/2016,
9003009,Other,Beta,4/1/2016,
9003010,Correctional,Inspector General,2/1/2018,
9003011,Correctional,Alpha,4/1/2016,
9003012,Correctional,Alpha,4/1/2016,
9003014,Correctional,Delta,4/1/2016,
9003015,Correctional,Delta,4/1/2016,
9003017,Correctional,Epsilon,4/1/2016,
9003019,Correctional,Epsilon,3/1/2018,
9003021,Correctional,Halfway House,4/1/2016,
9003024,Correctional,Gamma,4/1/2016,
9003026,Program Specialist,Administrative Offices,4/15/2016,
9003027,Program Specialist,Administrative Offices,9/1/2018,
9003028,Attorney,Administrative Offices,5/1/2016,
9003030,Program Specialist,Alpha,5/1/2016,
9003034,Correctional,Gamma,5/1/2016,
9003037,Correctional,Epsilon,5/1/2016,
9003039,Correctional,Delta,5/1/2016,
9003040,Other,Delta,5/1/2016,
9003041,Correctional,Epsilon,5/1/2016,
9003043,Analyst,Administrative Offices,5/16/2016,
9003044,Accountant,Gamma,5/16/2016,
9003046,IT,Administrative Offices,6/1/2016,
9003048,Correctional,Halfway House,6/1/2016,
9003051,Correctional,Delta,6/1/2016,
9003054,Program Specialist,Epsilon,6/1/2016,
9003055,Correctional,Epsilon,6/1/2016,
9003056,Correctional,Gamma,6/1/2016,
9003059,Correctional,Gamma,6/1/2016,
9003062,Program Specialist,Gamma,6/1/2016,
9003063,Educator,Delta,6/1/2016,
9003065,Correctional,Epsilon,6/1/2016,
9003066,Correctional,Epsilon,6/1/2016,
9003067,Clerk,Gamma,6/15/2016,
9003068,Other,Halfway House,6/15/2016,
9003069,Educator,Epsilon,6/15/2016,
9003071,Parole,Parole Region,6/15/2016,
9003075,IT,Administrative Offices,7/1/2016,
9003079,Program Specialist,Delta,7/1/2016,
9003083,Investigator,Beta,7/1/2016,
9003084,Correctional,Gamma,2/1/2018,
9003087,Correctional,Gamma,7/1/2016,
9003089,Case Manager,Beta,7/1/2016,
9003092,Correctional,Epsilon,7/1/2016,
9003093,Correctional,Beta,7/1/2016,
9003094,Educator,Alpha,7/15/2016,
9003095,Analyst,Administrative Offices,8/1/2016,
9003099,Correctional,Delta,8/1/2016,
9003100,Case Manager,Epsilon,8/1/2016,
9003102,Correctional,Delta,8/1/2016,
9003104,Correctional,Halfway House,8/1/2016,
9003107,Correctional,Gamma,8/1/2016,
9003109,Correctional,Alpha,8/1/2016,
9003110,Correctional,Alpha,8/1/2016,
9003111,Investigator,Administrative Offices,8/15/2016,
9003113,Educator,Gamma,8/15/2016,
9003114,Educator,Beta,8/15/2016,
9003116,Program Specialist,Administrative Offices,9/1/2016,
9003118,Attorney,Administrative Offices,9/1/2016,
9003119,IT,Administrative Offices,9/1/2016,
9003123,Program Specialist,Beta,9/1/2016,
9003124,Correctional,Gamma,9/1/2016,
9003125,Correctional,Beta,9/1/2016,
9003128,Program Specialist,Beta,9/1/2016,
9003129,Correctional,Halfway House,9/1/2016,
9003131,Correctional,Inspector General,12/17/2018,
9003132,Correctional,Gamma,9/1/2016,
9003133,Clerk,Beta,9/1/2016,
9003134,Other,Beta,9/1/2016,
9003135,Correctional Supervisor,Beta,9/1/2016,
9003136,Manager,Alpha,9/1/2016,
9003137,Director,Gamma,9/1/2016,
9003138,Correctional,Gamma,9/1/2016,
9003140,Case Manager,Epsilon,9/1/2016,
9003142,Educator,Administrative Offices,10/1/2016,
9003156,Correctional,Gamma,10/1/2016,
9003159,Correctional,Epsilon,10/1/2016,
9003162,Correctional,Beta,10/1/2016,
9003163,Correctional,Beta,10/1/2016,
9003164,Correctional,Halfway House,10/1/2016,
9003167,Other,Alpha,10/1/2016,
9003168,Program Specialist,Halfway House,10/1/2016,
9003169,Investigator,Administrative Offices,10/17/2016,
9003170,Attorney,Administrative Offices,11/1/2016,
9003179,Other,Alpha,11/1/2016,
9003181,Admin Assistant,Administrative Offices,11/15/2016,
9003182,Manager,Epsilon,11/15/2016,
9003184,Educator,Delta,11/15/2016,
9003185,IT,Administrative Offices,12/1/2016,
9003186,IT,Administrative Offices,12/1/2016,
9003187,Correctional,Beta,12/1/2016,
9003188,Case Manager,Beta,12/1/2016,
9003189,Clerk,Beta,12/1/2016,
9003190,Educator,Beta,12/1/2016,
9003194,Correctional,Epsilon,12/1/2016,
9003198,Program Specialist,Epsilon,12/1/2016,
9003199,Educator,Epsilon,12/1/2016,
9003200,Educator,Epsilon,12/1/2016,
9003201,Admin Assistant,Epsilon,12/1/2016,
9003205,Program Specialist,Administrative Offices,12/1/2016,
9003206,Correctional,Gamma,12/1/2016,
9003207,Admin Assistant,Delta,12/15/2016,
9003209,Program Specialist,Administrative Offices,1/1/2017,
9003210,Program Specialist,Parole Region,1/1/2017,
9003212,Manager,Inspector General,1/1/2017,
9003213,Admin Assistant,Halfway House,1/1/2017,
9003214,Correctional,Epsilon,11/15/2017,
9003215,Program Specialist,Epsilon,1/1/2017,
9003216,Correctional,Epsilon,1/1/2017,
9003217,Clerk,Epsilon,1/1/2017,
9003218,Correctional,Beta,1/1/2017,
9003219,Program Specialist,Gamma,1/1/2017,
9003224,Correctional,Halfway House,1/1/2017,
9003227,Program Specialist,Administrative Offices,9/1/2016,
9003229,Clerk,Epsilon,1/17/2017,
9003232,Correctional,Beta,2/1/2017,
9003233,Correctional,Beta,2/1/2017,
9003235,Case Manager,Beta,2/1/2017,
9003236,Correctional,Halfway House,2/1/2017,
9003238,Correctional,Alpha,2/1/2017,
9003239,Correctional,Alpha,2/1/2017,
9003241,Correctional,Alpha,2/1/2017,
9003242,Correctional,Gamma,2/1/2017,
9003244,Parole,Parole Region,2/1/2017,
9003245,Correctional,Epsilon,2/1/2017,
9003248,Program Specialist,Administrative Offices,2/15/2017,
9003249,Other,Beta,2/15/2017,
9003250,Program Specialist,Administrative Offices,3/1/2017,
9003251,Correctional,Alpha,3/1/2017,
9003252,Correctional,Alpha,3/1/2017,
9003253,Correctional,Alpha,3/1/2017,
9003254,Correctional,Beta,3/1/2017,
9003258,Correctional,Gamma,3/1/2017,
9003261,Correctional,Gamma,3/1/2017,
9003262,Correctional,Gamma,3/1/2017,
9003265,Case Manager,Epsilon,3/1/2017,
9003267,Correctional,Alpha,4/1/2017,
9003271,Correctional,Gamma,4/1/2017,
9003272,Correctional,Gamma,4/1/2017,
9003273,Correctional,Gamma,4/1/2017,
9003276,Correctional,Beta,4/1/2017,
9003278,Correctional,Beta,4/1/2017,
9003285,Program Specialist,Epsilon,4/1/2017,
